time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-06-27T09:43:51.360Z,14.002,95.347,34.8,5,mwc,55,155.6,,1.38,us,usp000hekm,2016-11-10T02:29:57.147Z,"Andaman Islands, India region",earthquake,,24,,,reviewed,us,gcmt
2010-06-25T13:43:22.300Z,7.545,91.861,35,4.6,mb,17,136.9,,0.84,us,usp000heh4,2014-11-07T01:41:44.186Z,"Nicobar Islands, India region",earthquake,,,,6,reviewed,us,us
2010-06-25T07:48:15.260Z,7.444,91.884,20.8,4.8,mb,31,92.4,,1.26,us,usp000hegs,2014-11-07T01:41:44.156Z,"Nicobar Islands, India region",earthquake,,25.6,,11,reviewed,us,us
2010-06-25T07:29:00.690Z,7.588,91.856,35,5.2,mwc,140,42.9,,0.88,us,usp000hegr,2016-11-10T02:29:52.148Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-06-24T18:07:46.760Z,7.622,91.979,26.1,5,mb,51,83.2,,0.94,us,usp000hefx,2014-11-07T01:41:43.993Z,"Nicobar Islands, India region",earthquake,,,,12,reviewed,us,us
2010-06-24T17:06:22.060Z,7.761,92.047,30,4.9,mwc,26,101.3,,0.91,us,usp000heft,2016-11-10T02:29:51.147Z,"Nicobar Islands, India region",earthquake,,0,,,reviewed,us,gcmt
2010-06-24T17:05:59.130Z,7.641,91.95,25.3,4.6,mb,18,140.5,,1.18,us,usp000hefs,2014-11-07T01:41:43.978Z,"Nicobar Islands, India region",earthquake,,24,,2,reviewed,us,us
2010-06-24T07:39:56.690Z,7.552,91.931,35,4.6,mb,26,136.9,,1.16,us,usp000hef7,2014-11-07T01:41:43.911Z,"Nicobar Islands, India region",earthquake,,,,8,reviewed,us,us
2010-06-24T04:08:35.060Z,7.696,91.958,20.5,5.5,mwb,184,62,,1.24,us,usp000heey,2016-11-10T02:29:49.634Z,"Nicobar Islands, India region",earthquake,,3.3,,,reviewed,us,us
2010-06-23T11:47:53.140Z,25.604,63.3,10,4.6,mb,41,82,,1.17,us,usp000hedr,2014-11-07T01:41:43.691Z,"southwestern Pakistan",earthquake,,0,,12,reviewed,us,us
2010-06-22T23:14:10.840Z,29.872,80.428,16.3,5.2,mb,174,48.2,,0.95,us,usp000hed7,2017-04-13T22:25:17.110Z,"Nepal-India border region",earthquake,,10.2,,87,reviewed,us,us
2010-06-22T08:45:06.780Z,7.563,91.879,27.8,5,mb,33,104.9,,0.81,us,usp000hece,2014-11-07T01:41:43.508Z,"Nicobar Islands, India region",earthquake,,15.3,,9,reviewed,us,us
2010-06-20T02:10:31.840Z,7.787,91.924,13.7,4.5,mb,39,130.8,,0.77,us,usp000he9w,2014-11-07T01:41:43.169Z,"Nicobar Islands, India region",earthquake,,17,,14,reviewed,us,us
2010-06-20T00:07:01.450Z,7.482,91.669,35,4.5,mb,17,141.5,,0.73,us,usp000he9s,2014-11-07T01:41:43.156Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2010-06-18T23:09:31.020Z,13.197,93.087,20,5.9,mwc,376,27.9,,0.86,us,usp000he8q,2017-04-26T18:11:03.843Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-06-18T12:42:48.180Z,7.743,91.885,35,4.6,mb,22,135.8,,0.98,us,usp000he83,2014-11-07T01:41:42.716Z,"Nicobar Islands, India region",earthquake,,,,7,reviewed,us,us
2010-06-16T21:37:03.730Z,7.588,91.783,25.6,4.5,mb,29,132.1,,1.01,us,usp000he5v,2014-11-07T01:41:42.148Z,"Nicobar Islands, India region",earthquake,,20.4,,5,reviewed,us,us
2010-06-16T12:10:45.400Z,7.714,91.85,26.5,4.8,mb,65,53.9,,0.83,us,usp000he4t,2014-11-07T01:41:42.043Z,"Nicobar Islands, India region",earthquake,,11.6,,15,reviewed,us,us
2010-06-16T07:50:44.880Z,14.074,92.865,47,4.8,mb,70,46.8,,0.75,us,usp000he4e,2014-11-07T01:41:42.001Z,"Andaman Islands, India region",earthquake,,3.7,,12,reviewed,us,us
2010-06-16T04:57:32.820Z,7.605,91.849,35,4.5,mb,22,116.1,,0.79,us,usp000he40,2014-11-07T01:41:41.971Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2010-06-16T01:29:42.830Z,7.455,91.847,18.6,4.6,mb,29,131.1,,1.08,us,usp000he36,2014-11-07T01:41:41.768Z,"Nicobar Islands, India region",earthquake,,23.7,,9,reviewed,us,us
2010-06-15T23:24:27.650Z,7.404,91.823,35,5,mwc,83,71.7,,1.01,us,usp000he2x,2016-11-10T02:29:36.883Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-06-15T08:08:34.960Z,33.297,96.274,46.5,4.5,mb,28,68,,0.91,us,usp000he1b,2014-11-07T01:41:41.199Z,"southern Qinghai, China",earthquake,,11.6,,7,reviewed,us,us
2010-06-13T14:37:56.580Z,29.547,81.486,10,4.6,mb,30,146.1,,1.12,us,usp000hdy2,2014-11-07T01:41:40.848Z,"Nepal",earthquake,,,,4,reviewed,us,us
2010-06-13T14:31:51.860Z,29.587,81.446,19,4.7,mb,86,37,,0.76,us,usp000hdy1,2014-11-07T01:41:40.842Z,"Nepal",earthquake,,14.7,,21,reviewed,us,us
2010-06-13T07:44:45.740Z,34.566,80.72,53,4.5,mb,33,141.2,,0.93,us,usp000hdxg,2014-11-07T01:41:40.749Z,"western Xizang",earthquake,,9.4,,5,reviewed,us,us
2010-06-13T07:37:35.710Z,7.649,91.956,35,4.7,mb,21,108.5,,1.21,us,usp000hdxf,2014-11-07T01:41:40.747Z,"Nicobar Islands, India region",earthquake,,,,5,reviewed,us,us
2010-06-13T07:36:59.540Z,7.676,91.953,22.8,4.5,mb,36,82.7,,0.96,us,usp000hdxe,2014-11-07T01:41:40.744Z,"Nicobar Islands, India region",earthquake,,18.2,,8,reviewed,us,us
2010-06-13T07:05:35.620Z,7.794,91.895,27.7,5.2,mwc,135,44.9,,0.96,us,usp000hdxd,2016-11-10T02:29:30.394Z,"Nicobar Islands, India region",earthquake,,11.4,,,reviewed,us,gcmt
2010-06-13T06:38:43.150Z,7.532,91.621,29.1,4.7,mb,23,137.1,,1.32,us,usp000hdxc,2014-11-07T01:41:40.731Z,"Nicobar Islands, India region",earthquake,,,,6,reviewed,us,us
2010-06-13T06:26:04.790Z,7.779,91.992,35,5.2,mwc,124,45.9,,0.94,us,usp000hdxb,2016-11-10T02:29:29.839Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-06-13T05:58:44.000Z,34.569,80.782,38,4.5,mb,28,142,,1.02,us,usp000hdxa,2014-11-07T01:41:40.719Z,"western Xizang",earthquake,,11.5,,4,reviewed,us,us
2010-06-13T04:15:14.560Z,7.426,91.895,35,4.5,mb,21,141.7,,0.91,us,usp000hdx7,2014-11-07T01:41:40.711Z,"Nicobar Islands, India region",earthquake,,,,5,reviewed,us,us
2010-06-13T04:01:07.680Z,7.86,92.09,37.3,5,mb,149,105,,0.76,us,usp000hdx5,2014-11-07T01:41:40.696Z,"Nicobar Islands, India region",earthquake,,5.2,,67,reviewed,us,us
2010-06-13T02:50:33.020Z,7.629,91.9,11.6,4.9,mb,120,42.9,,1.06,us,usp000hdww,2014-11-07T01:41:40.606Z,"Nicobar Islands, India region",earthquake,,16.5,,36,reviewed,us,us
2010-06-12T22:57:59.360Z,8.035,92.211,22.1,4.9,mb,79,130.3,,1.07,us,usp000hdwn,2014-11-07T01:41:40.528Z,"Nicobar Islands, India region",earthquake,,21.6,,19,reviewed,us,us
2010-06-12T22:44:42.140Z,7.674,91.967,35,5.2,mb,183,42.9,,0.88,us,usp000hdwm,2015-05-13T18:53:57.000Z,"Nicobar Islands, India region",earthquake,,,,87,reviewed,us,us
2010-06-12T20:12:25.430Z,7.769,92.057,35,4.7,mb,28,178.7,,1.22,us,usp000hdwd,2014-11-07T01:41:40.477Z,"Nicobar Islands, India region",earthquake,,,,8,reviewed,us,us
2010-06-12T19:26:50.460Z,7.881,91.936,35,7.5,mwc,514,18.6,,1.1,us,usp000hdwb,2018-10-17T20:33:12.022Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-06-07T08:51:00.440Z,32.784,91.46,35,4.6,mb,16,95.9,,1.14,us,usp000hdpb,2014-11-07T01:41:39.191Z,"eastern Xizang",earthquake,,,,2,reviewed,us,us
2010-06-06T16:42:47.730Z,33.298,96.181,49.1,4.9,mwc,69,89,,0.82,us,usp000hdnn,2016-11-10T02:29:13.651Z,"southern Qinghai, China",earthquake,,9.6,,,reviewed,us,gcmt
2010-06-05T16:59:15.930Z,28.169,65.966,10,5,mwc,75,88,,1.07,us,usp000hdme,2016-11-10T02:29:11.371Z,"Pakistan",earthquake,,,,,reviewed,us,gcmt
2010-06-04T11:58:10.100Z,33.243,76.297,35,4.5,mb,27,94.9,,1.17,us,usp000hdk2,2014-11-07T01:41:38.577Z,"Kashmir-India border region",earthquake,,,,6,reviewed,us,us
2010-06-03T20:47:05.000Z,33.3,96.087,10,5.1,mwc,72,81.3,,0.79,us,usp000hdj3,2016-11-10T02:29:07.176Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2010-06-03T05:35:44.760Z,33.335,96.15,24.2,5.5,mwc,147,53.7,,0.98,us,usp000hdh0,2016-11-10T02:29:03.816Z,"southern Qinghai, China",earthquake,,10.6,,,reviewed,us,gcmt
2010-06-01T17:09:51.360Z,29.116,69.819,10,4.6,mb,47,97.2,,0.95,us,usp000hdff,2014-11-07T01:41:37.078Z,"Pakistan",earthquake,,,,15,reviewed,us,us
2010-06-01T15:13:08.460Z,34.559,80.956,2,4.8,mb,69,75.9,,1.54,us,usp000hdf4,2014-11-07T01:41:36.870Z,"western Xizang",earthquake,,28.7,,27,reviewed,us,us
2010-06-01T03:54:24.460Z,25.048,96.501,29.9,4.6,mb,67,118.9,,1.23,us,usp000hdeq,2014-11-07T01:41:36.538Z,"Myanmar",earthquake,,19.1,,23,reviewed,us,us
2010-05-31T19:51:45.870Z,11.132,93.471,112,6.5,mwc,422,19.2,,1.09,us,usp000hde8,2016-11-10T02:28:56.259Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2010-05-29T02:29:48.640Z,33.165,96.07,7,5.8,mwc,304,25,,1.05,us,usp000hdaw,2017-04-26T18:10:58.680Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2010-05-28T07:25:02.580Z,31.135,77.839,18.8,5,mb,106,48.5,,0.74,us,usp000hd9n,2014-11-07T01:41:33.663Z,"Himachal Pradesh, India",earthquake,,11.3,,44,reviewed,us,us
2010-05-25T00:52:01.360Z,11.219,92.178,35,4.6,mb,42,141.7,,0.93,us,usp000hd52,2014-11-07T01:41:32.719Z,"Andaman Islands, India region",earthquake,,,,14,reviewed,us,us
2010-05-16T08:55:46.290Z,14.423,93.18,38.7,5.3,mwb,213,31,,0.82,us,usp000hctw,2016-11-10T02:28:17.327Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2010-05-14T14:46:27.340Z,29.664,90.36,10,4.9,mb,62,81.1,,0.76,us,usp000hcrk,2014-11-07T01:41:29.269Z,"eastern Xizang",earthquake,,,,15,reviewed,us,us
2010-05-07T17:58:36.760Z,9.396,93.073,70.2,4.8,mb,86,54.6,,1.03,us,usp000hcf1,2014-11-07T01:41:27.696Z,"Nicobar Islands, India region",earthquake,,6.3,,24,reviewed,us,us
2010-05-07T09:23:52.830Z,13.695,92.84,35,4.9,mb,77,85,,0.87,us,usp000hceg,2014-11-07T01:41:27.595Z,"Andaman Islands, India region",earthquake,,,,27,reviewed,us,us
2010-05-06T10:29:06.380Z,33.108,71.328,50.6,5,mb,69,129.1,,0.75,us,usp000hcdb,2014-11-07T01:41:27.318Z,"Pakistan",earthquake,,9.3,,30,reviewed,us,us
2010-05-02T21:23:25.880Z,7.22,92.332,36.6,4.6,mb,33,128.2,,0.92,us,usp000hc83,2014-11-07T01:41:25.772Z,"Nicobar Islands, India region",earthquake,,7.9,,7,reviewed,us,us
2010-05-02T05:53:43.140Z,13.633,92.75,35,4.5,mb,60,89.4,,0.81,us,usp000hc6w,2014-11-07T01:41:25.147Z,"Andaman Islands, India region",earthquake,,,,6,reviewed,us,us
2010-05-02T01:44:46.410Z,6.567,92.804,22.1,4.7,mb,86,86.3,,0.69,us,usp000hc6f,2014-11-07T01:41:24.991Z,"Nicobar Islands, India region",earthquake,,9.5,,38,reviewed,us,us
2010-05-01T22:36:29.370Z,30.099,80.026,35.5,4.5,mb,61,62.3,,0.88,us,usp000hc68,2014-11-07T01:41:24.865Z,"western Xizang-India border region",earthquake,,7.5,,23,reviewed,us,us
2010-05-01T21:18:56.580Z,13.624,92.777,35.8,5,mb,162,53.2,,0.8,us,usp000hc65,2014-11-07T01:41:24.813Z,"Andaman Islands, India region",earthquake,,,,89,reviewed,us,us
2010-04-28T18:54:42.010Z,24.151,94.39,64.5,4.5,mb,34,72.7,,0.86,us,usp000hc1e,2014-11-07T01:41:20.930Z,"Myanmar-India border region",earthquake,,,,6,reviewed,us,us
2010-04-28T18:01:21.250Z,19.392,93.163,35.9,5.2,mwc,244,18.6,,0.82,us,usp000hc1b,2016-11-10T02:27:35.447Z,"Myanmar",earthquake,,2,,,reviewed,us,gcmt
2010-04-28T16:53:58.270Z,33.213,96.437,47.9,4.7,mb,34,68.3,,1,us,usp000hc17,2014-11-07T01:41:20.893Z,"southern Qinghai, China",earthquake,,10.6,,6,reviewed,us,us
2010-04-28T16:48:38.910Z,33.197,96.503,28.7,4.9,mwc,108,62.9,,0.8,us,usp000hc15,2016-11-10T02:27:34.944Z,"southern Qinghai, China",earthquake,,9.8,,,reviewed,us,gcmt
2010-04-26T10:37:43.870Z,35.161,75.179,47.7,4.6,mb,51,120.6,,0.68,us,usp000hbxh,2014-11-07T01:41:19.431Z,"northwestern Kashmir",earthquake,,6.8,,20,reviewed,us,us
2010-04-24T18:45:42.340Z,6.161,93.067,18.3,4.5,mb,18,143.4,,0.7,us,usp000hbv0,2014-11-07T01:41:19.018Z,"Nicobar Islands, India region",earthquake,,20.4,,3,reviewed,us,us
2010-04-20T07:40:46.160Z,34.898,73.085,53.2,4.5,mb,61,61,,0.98,us,usp000hbpu,2014-11-07T01:41:18.195Z,"Pakistan",earthquake,,7.4,,16,reviewed,us,us
2010-04-19T13:54:06.430Z,10.967,93.644,149.5,4.8,mb,73,68.5,,0.8,us,usp000hbns,2014-11-07T01:41:17.898Z,"Andaman Islands, India region",earthquake,,,,24,reviewed,us,us
2010-04-17T00:58:58.600Z,32.514,92.826,35,5.3,mwc,147,40,,0.73,us,usp000hbh5,2016-11-10T02:27:12.616Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,gcmt
2010-04-15T18:30:19.260Z,33.061,96.647,10,4.9,mb,41,74,,0.77,us,usp000hbf2,2014-11-07T01:41:16.506Z,"southern Qinghai, China",earthquake,,,,13,reviewed,us,us
2010-04-15T14:26:37.700Z,32.461,92.794,24.2,4.8,mb,54,65.9,,0.72,us,usp000hbet,2014-11-07T01:41:16.473Z,"Xizang-Qinghai border region",earthquake,,13.6,,20,reviewed,us,us
2010-04-15T04:00:07.900Z,33.017,96.946,10,4.6,mb,37,69.1,,1.41,us,usp000hbdq,2014-11-07T01:41:16.354Z,"southern Qinghai, China",earthquake,,,,15,reviewed,us,us
2010-04-14T03:15:46.180Z,33.071,96.617,10,5,mb,94,79.9,,0.67,us,usp000hbc6,2014-11-07T01:41:16.135Z,"southern Qinghai, China",earthquake,,,,46,reviewed,us,us
2010-04-14T01:25:15.580Z,33.195,96.449,7.6,6.1,mwc,251,41.4,,0.87,us,usp000hbc2,2017-04-26T18:10:48.988Z,"southern Qinghai, China",earthquake,,12.2,,,reviewed,us,gcmt
2010-04-14T00:59:46.200Z,32.955,97.099,10,4.5,mb,45,66,,0.93,us,usp000hbbz,2014-11-07T01:41:16.084Z,"Qinghai-Xizang-Sichuan border region",earthquake,,,,9,reviewed,us,us
2010-04-14T00:12:24.100Z,33.126,96.546,10,5.2,mb,150,67.8,,1.02,us,usp000hbbw,2014-11-07T01:41:16.057Z,"southern Qinghai, China",earthquake,,,,79,reviewed,us,us
2010-04-14T00:05:32.140Z,32.892,96.814,10,4.9,mb,51,69.1,,0.8,us,usp000hbbv,2014-11-07T01:41:16.053Z,"southern Qinghai, China",earthquake,,,,8,reviewed,us,us
2010-04-14T00:01:17.560Z,32.925,96.86,22.8,5.4,mb,133,41.9,,0.91,us,usp000hbbu,2014-11-07T01:41:16.042Z,"southern Qinghai, China",earthquake,,10.5,,69,reviewed,us,us
2010-04-13T23:49:38.330Z,33.165,96.548,17,6.9,mwc,410,14.9,,1.25,us,usp000hbbt,2017-04-26T18:10:48.411Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,us
2010-04-13T21:39:58.350Z,33.16,96.712,10,4.9,mwc,158,63.5,,0.86,us,usp000hbbf,2016-11-10T02:27:04.940Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2010-04-13T20:14:56.830Z,7.805,91.843,21.1,5.2,mwc,148,58.9,,0.78,us,usp000hbb9,2016-11-10T02:27:03.258Z,"Nicobar Islands, India region",earthquake,,9.8,,,reviewed,us,gcmt
2010-04-12T00:37:49.180Z,34.172,70.026,31.1,4.8,mb,79,96.4,,0.93,us,usp000hb7t,2014-11-07T01:41:15.469Z,"Hindu Kush region, Afghanistan",earthquake,,18.1,,25,reviewed,us,us
2010-04-09T18:02:23.120Z,14.405,93.114,35,4.8,mb,102,68.6,,0.82,us,usp000hb2e,2014-11-07T01:41:14.294Z,"Andaman Islands, India region",earthquake,,,,22,reviewed,us,us
2010-04-09T17:59:42.690Z,14.523,92.998,35,4.8,mb,41,103.3,,0.93,us,usp000hb2d,2014-11-07T01:41:14.290Z,"Andaman Islands, India region",earthquake,,,,13,reviewed,us,us
2010-04-01T14:07:30.890Z,30.088,69.541,35,5,mb,100,40.3,,0.8,us,usp000ha70,2015-03-24T01:07:16.013Z,"Pakistan",earthquake,,,,37,reviewed,us,us
2010-04-01T07:19:59.850Z,13.613,92.915,35,4.9,mb,29,103.9,,0.9,us,usp000ha6m,2014-11-07T01:41:08.717Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2010-03-30T16:54:46.730Z,13.667,92.831,34,6.6,mwc,413,16.7,,0.86,us,usp000ha59,2017-04-13T22:24:55.031Z,"Andaman Islands, India region",earthquake,,7,,,reviewed,us,us
2010-03-24T02:44:51.770Z,32.516,92.826,19.7,5.4,mwc,230,24.1,,0.97,us,usp000h9x8,2016-11-10T02:26:20.062Z,"Xizang-Qinghai border region",earthquake,,11.9,,,reviewed,us,gcmt
2010-03-24T02:06:10.630Z,32.509,92.708,7,5.7,mwc,263,31.1,,0.98,us,usp000h9x3,2017-04-26T18:10:40.801Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,gcmt
2010-03-20T20:15:05.810Z,13.905,92.944,35,4.5,mb,30,82.3,,0.94,us,usp000h9rw,2014-11-07T01:41:03.890Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2010-03-18T07:52:29.110Z,34.334,81.759,37.2,5,mb,103,66.6,,0.79,us,usp000h9mb,2014-11-07T01:41:03.096Z,"western Xizang",earthquake,,5.5,,44,reviewed,us,us
2010-03-17T21:05:47.460Z,34.496,81.324,10,4.5,mb,51,95.9,,0.71,us,usp000h9kc,2014-11-07T01:41:02.968Z,"western Xizang",earthquake,,,,8,reviewed,us,us
2010-03-15T20:23:28.040Z,30.64,81.953,29.5,4.9,mb,39,95.8,,1.13,us,usp000h9fa,2014-11-07T01:41:02.288Z,"western Xizang",earthquake,,26.9,,4,reviewed,us,us
2010-03-15T20:17:16.890Z,30.531,81.875,17.8,4.9,mwc,83,50.6,,0.81,us,usp000h9f9,2016-11-10T02:25:51.790Z,"western Xizang",earthquake,,13.9,,,reviewed,us,gcmt
2010-03-14T19:09:05.600Z,35.303,74.498,43.6,5.2,mb,108,42.9,,0.98,us,usp000h9da,2014-11-07T01:41:00.547Z,"northwestern Kashmir",earthquake,,7.2,,68,reviewed,us,us
2010-03-14T06:53:21.790Z,31.677,76.105,30,4.5,mb,46,156.3,,0.63,us,usp000h9c9,2017-04-26T18:10:37.271Z,"Punjab-Himachal Pradesh border region, India",earthquake,,,,5,reviewed,us,us
2010-03-14T02:43:26.370Z,8.756,92.296,37.7,4.7,mb,74,85.8,,0.85,us,usp000h9bv,2014-11-07T01:40:59.948Z,"Nicobar Islands, India region",earthquake,,6.3,,33,reviewed,us,us
2010-03-13T16:45:07.000Z,34.292,75.71,56.6,4.7,mb,52,63.1,,1.13,us,usp000h9aw,2014-11-07T01:40:59.776Z,"eastern Kashmir",earthquake,,9.1,,16,reviewed,us,us
2010-03-13T08:53:31.770Z,15.007,96.321,35,4.7,mb,18,171.7,,0.97,us,usp000h9a7,2014-11-07T01:40:59.604Z,"near the south coast of Myanmar",earthquake,,,,4,reviewed,us,us
2010-03-12T23:19:55.160Z,23.062,94.623,102.1,5.5,mwb,316,20.2,,0.89,us,usp000h99d,2016-11-10T02:25:39.975Z,"Myanmar",earthquake,,,,,reviewed,us,us
2010-03-05T19:19:03.630Z,34.982,95.847,32.1,4.8,mb,74,64.5,,1.11,us,usp000h8sd,2014-11-07T01:40:56.245Z,"southern Qinghai, China",earthquake,,14.3,,22,reviewed,us,us
2010-03-01T21:15:14.430Z,14.086,93.046,40,4.7,mb,75,83.2,,0.74,us,usp000h8ev,2014-11-07T01:40:52.862Z,"Andaman Islands, India region",earthquake,,6.7,,19,reviewed,us,us
2010-02-26T04:42:39.350Z,28.474,86.745,89.1,5.1,mwc,209,29.6,,0.79,us,usp000h7q0,2016-11-10T02:24:42.475Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2010-02-25T03:51:49.040Z,14.199,93.162,34.7,4.9,mb,124,76,,1.3,us,usp000h7nr,2014-11-07T01:40:44.801Z,"Andaman Islands, India region",earthquake,,3.7,,36,reviewed,us,us
2010-02-23T06:55:45.560Z,25.818,93.282,53.9,4.7,mb,78,65.7,,0.83,us,usp000h7kn,2014-11-07T01:40:44.404Z,"Assam-Nagaland-Manipur region, India",earthquake,,4.5,,21,reviewed,us,us
2010-02-22T17:23:45.140Z,30.069,80.034,10,4.6,mb,71,47.2,,0.93,us,usp000h7jy,2014-11-07T01:40:44.299Z,"western Xizang-India border region",earthquake,,,,4,reviewed,us,us
2010-02-22T01:03:31.890Z,30.142,70.056,10,4.5,mb,74,96.9,,1.28,us,usp000h7j2,2014-11-07T01:40:44.060Z,"Pakistan",earthquake,,,,9,reviewed,us,us
2010-02-20T21:07:25.510Z,23.219,94.639,94.8,4.8,mwc,115,58.5,,0.93,us,usp000h7h1,2016-11-10T02:24:24.391Z,"Myanmar",earthquake,,4.2,,,reviewed,us,gcmt
2010-02-19T02:15:29.850Z,12.957,93.656,105.5,4.8,mb,116,56.8,,0.86,us,usp000h7er,2014-11-07T01:40:43.468Z,"Andaman Islands, India region",earthquake,,5.8,,58,reviewed,us,us
2010-02-16T07:07:49.400Z,13.823,92.846,35,4.7,mb,29,82.4,,1.16,us,usp000h7bx,2014-11-07T01:40:42.804Z,"Andaman Islands, India region",earthquake,,,,8,reviewed,us,us
2010-02-16T04:14:23.190Z,13.932,93.037,41.5,4.6,mb,27,82.3,,0.68,us,usp000h7bs,2014-11-07T01:40:42.781Z,"Andaman Islands, India region",earthquake,,8.3,,5,reviewed,us,us
2010-02-13T00:31:28.480Z,8.588,92.07,27,4.6,mb,55,51.9,,0.89,us,usp000h780,2014-11-07T01:40:42.167Z,"Nicobar Islands, India region",earthquake,,11.6,,16,reviewed,us,us
2010-02-10T18:02:36.540Z,14.043,92.959,36.5,4.5,mb,49,101,,1.04,us,usp000h75c,2014-11-07T01:40:41.593Z,"Andaman Islands, India region",earthquake,,9.1,,8,reviewed,us,us
2010-02-02T05:54:56.350Z,10.768,92.07,38.3,4.7,mb,39,101.7,,1.02,us,usp000h6ve,2014-11-07T01:40:38.494Z,"Andaman Islands, India region",earthquake,,8.8,,13,reviewed,us,us
2010-01-19T00:03:08.610Z,20.719,94.809,99.7,4.6,mb,52,64.4,,0.8,us,usp000h6av,2014-11-07T01:40:30.753Z,"Myanmar",earthquake,,,,9,reviewed,us,us
2010-01-16T06:31:29.530Z,14.161,93.145,44.2,4.9,mb,118,58.8,,0.76,us,usp000h66k,2014-11-07T01:40:28.735Z,"Andaman Islands, India region",earthquake,,5.5,,57,reviewed,us,us
2010-01-11T05:15:16.160Z,29.744,80.557,35,4.7,mb,27,84.6,,1.09,us,usp000h5y8,2014-11-07T01:40:26.418Z,"Nepal-India border region",earthquake,,0,,4,reviewed,us,us
2010-01-05T14:28:18.340Z,32.384,85.273,54.1,4.9,mb,58,108.2,,0.83,us,usp000h5s1,2014-11-07T01:40:25.340Z,"western Xizang",earthquake,,11.4,,15,reviewed,us,us
2010-01-01T02:22:23.820Z,30.646,83.791,10,5.2,mwc,84,78.6,,1.09,us,usp000h5jr,2016-11-10T02:22:11.026Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2009-12-31T09:57:29.720Z,27.319,91.51,10,5.5,mb,205,37.4,,0.89,us,usp000h5j5,2017-04-26T18:09:55.932Z,"Bhutan",earthquake,,,,118,reviewed,us,us
2009-12-29T09:01:55.310Z,24.357,94.807,124.8,5.6,mwb,206,17.3,,0.77,us,usp000h5f4,2016-11-10T02:22:03.905Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,us
2009-12-26T00:23:38.570Z,14.001,92.862,42.6,5,mb,117,68.1,,0.82,us,usp000h5c9,2014-11-07T01:40:18.641Z,"Andaman Islands, India region",earthquake,,5.7,,56,reviewed,us,us
2009-12-23T15:23:06.410Z,7.3,92.502,73.2,4.5,mb,17,205,,1.3,us,usp000h59s,2014-11-07T01:40:18.148Z,"Nicobar Islands, India region",earthquake,,23.5,,9,reviewed,us,us
2009-12-19T06:18:14.130Z,23.729,94.428,74.2,4.5,mb,46,95.3,,0.92,us,usp000h564,2014-11-07T01:40:17.449Z,"Myanmar",earthquake,,6,,9,reviewed,us,us
2009-12-18T05:19:30.080Z,32.641,92.841,10,4.6,mb,42,66.2,,1.37,us,usp000h551,2014-11-07T01:40:17.268Z,"Xizang-Qinghai border region",earthquake,,,,12,reviewed,us,us
2009-12-13T14:41:55.800Z,21.998,91.822,10,4.9,mwc,130,75.4,,1.05,us,usp000h50e,2016-11-10T02:21:35.791Z,"near the coast of Bangladesh",earthquake,,,,,reviewed,us,gcmt
2009-12-13T14:24:58.780Z,21.999,91.811,17.3,4.6,mb,46,108.2,,0.85,us,usp000h50d,2014-11-07T01:40:16.402Z,"near the coast of Bangladesh",earthquake,,11.6,,7,reviewed,us,us
2009-12-12T16:22:10.860Z,28.449,66.621,32.8,4.8,mwc,107,96.9,,0.92,us,usp000h4zn,2016-11-10T02:21:34.190Z,"Pakistan",earthquake,,20.1,,,reviewed,us,gcmt
2009-12-12T11:51:25.780Z,17.134,73.773,10,4.8,mwc,117,73.1,,0.93,us,usp000h4zh,2017-04-26T18:09:48.994Z,"Maharashtra, India",earthquake,,,,,reviewed,us,gcmt
2009-12-09T21:55:53.620Z,23.481,94.538,35,4.5,mb,38,96.9,,0.75,us,usp000h4wx,2014-11-07T01:40:15.458Z,"Myanmar",earthquake,,,,7,reviewed,us,us
2009-12-06T11:16:25.970Z,33.197,88.568,54.7,4.8,mb,92,43.9,,0.85,us,usp000h4t6,2014-11-07T01:40:14.538Z,"western Xizang",earthquake,,6.4,,28,reviewed,us,us
