time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1995-08-16T06:15:02.430Z,10.532,92.745,33,4.5,mb,,,,1.3,us,usp00071vx,2014-11-07T00:58:31.933Z,"Andaman Islands, India region",earthquake,,,,14,reviewed,us,us
1995-08-03T03:05:44.440Z,29.968,81.538,26.5,4.7,ms,,,,1.3,us,usp00071cq,2014-11-07T00:58:28.503Z,"Nepal",earthquake,,,,1,reviewed,us,us
1995-07-30T07:04:02.530Z,30.266,88.229,45,4.8,mb,,,,1.1,us,usp000715c,2014-11-07T00:58:24.167Z,"western Xizang",earthquake,,6.5,,55,reviewed,us,us
1995-07-30T02:01:43.440Z,22.969,94.541,109.1,4.5,mb,,,,0.9,us,usp000714q,2014-11-07T00:58:24.010Z,"Myanmar",earthquake,,5.8,,30,reviewed,us,us
1995-07-27T22:18:59.760Z,8.853,93.728,33,4.8,mb,,,,1,us,usp000711x,2014-11-07T00:58:23.575Z,"Nicobar Islands, India region",earthquake,,,,62,reviewed,us,us
1995-07-27T15:16:29.280Z,8.845,93.678,28.1,5.2,mw,,,,1,us,usp000711k,2016-11-09T23:05:11.460Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
1995-07-20T00:19:25.310Z,29.848,69.52,19.9,4.7,mb,,,,1.3,us,usp00070se,2014-11-07T00:58:22.247Z,"Pakistan",earthquake,,,,44,reviewed,us,us
1995-07-19T16:08:22.670Z,30.321,94.866,33,4.9,mb,,,,1.1,us,usp00070s2,2014-11-07T00:58:22.178Z,"eastern Xizang",earthquake,,,,60,reviewed,us,us
1995-07-16T23:36:50.580Z,29.972,69.568,30.4,4.7,mb,,,,1.4,us,usp00070p0,2014-11-07T00:58:21.662Z,"Pakistan",earthquake,,,,52,reviewed,us,us
1995-07-16T09:27:12.550Z,30.317,94.828,33,4.9,mb,,,,1.1,us,usp00070nf,2014-11-07T00:58:21.598Z,"eastern Xizang",earthquake,,,,63,reviewed,us,us
1995-07-11T23:45:44.070Z,29.704,69.625,23.1,4.6,mb,,,,1.3,us,usp00070ga,2014-11-07T00:58:20.285Z,"Pakistan",earthquake,,,,41,reviewed,us,us
1995-07-06T05:25:10.790Z,30.194,94.836,62.1,4.5,mb,,,,0.9,us,usp0007079,2014-11-07T00:58:18.296Z,"eastern Xizang",earthquake,,8.7,,19,reviewed,us,us
1995-07-04T16:40:36.350Z,30.302,94.883,44.6,4.8,mb,,,,1,us,usp000704d,2014-11-07T00:58:17.737Z,"eastern Xizang",earthquake,,7.3,,50,reviewed,us,us
1995-07-03T00:59:47.960Z,27.361,92.42,33,4.7,mb,,,,1,us,usp000701u,2014-11-07T00:58:16.566Z,"Arunachal Pradesh, India",earthquake,,,,44,reviewed,us,us
1995-06-28T21:46:52.200Z,31.128,86.834,33,4.5,mb,,,,1.1,us,usp0006zv0,2014-11-07T00:58:12.395Z,"western Xizang",earthquake,,,,40,reviewed,us,us
1995-06-27T05:48:25.150Z,26.209,96.342,33,4.6,mb,,,,0.4,us,usp0006zsa,2014-11-07T00:58:12.062Z,"Myanmar",earthquake,,,,4,reviewed,us,us
1995-06-26T07:21:03.390Z,23.632,94.64,116,4.5,mb,,,,0.5,us,usp0006zqn,2014-11-07T00:58:11.812Z,"Myanmar",earthquake,,5.1,,18,reviewed,us,us
1995-06-21T18:35:41.230Z,21.78,85.327,33,4.7,mb,,,,1,us,usp0006zgy,2017-04-13T22:07:45.351Z,"Orissa, India",earthquake,,,,24,reviewed,us,us
1995-06-17T21:09:20.600Z,23.112,94.105,33,4.9,mb,,,,1,us,usp0006za8,2014-11-07T00:58:09.672Z,"Myanmar",earthquake,,,,61,reviewed,us,us
1995-06-17T10:06:06.230Z,34.203,76.209,39.6,4.6,mb,,,,1.1,us,usp0006z8y,2014-11-07T00:58:09.581Z,"eastern Kashmir",earthquake,,8.2,,40,reviewed,us,us
1995-06-13T02:24:40.320Z,6.641,93.992,33,4.5,mb,,,,1.4,us,usp0006z0e,2014-11-07T00:58:08.425Z,"Nicobar Islands, India region",earthquake,,,,12,reviewed,us,us
1995-06-11T22:03:50.350Z,32.543,69.493,33,4.5,mb,,,,1,us,usp0006yyd,2014-11-07T00:58:08.145Z,"Afghanistan-Pakistan border region",earthquake,,,,23,reviewed,us,us
1995-06-11T21:55:48.500Z,32.624,69.68,27.6,5.7,mw,,,,1,us,usp0006yyc,2016-11-09T22:44:16.101Z,"Afghanistan-Pakistan border region",earthquake,,,,,reviewed,us,hrv
1995-06-07T17:27:22.080Z,23.858,94.532,86.1,4.6,mb,,,,0.9,us,usp0006yr9,2014-11-07T00:58:06.854Z,"Myanmar",earthquake,,,,12,reviewed,us,us
1995-06-06T00:03:05.130Z,26.533,67.355,33,4.7,mb,,,,1,us,usp0006yn1,2014-11-07T00:58:06.303Z,"Pakistan",earthquake,,,,47,reviewed,us,us
1995-06-05T16:46:02.680Z,30.052,67.957,33,4.5,mb,,,,1,us,usp0006yma,2014-11-07T00:58:06.082Z,"Pakistan",earthquake,,,,45,reviewed,us,us
1995-06-03T11:58:30.920Z,8.049,92.081,33,4.8,mb,,,,0.5,us,usp0006yh3,2014-11-07T00:58:05.093Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
1995-05-31T23:13:23.220Z,15.641,93.865,33,4.6,mb,,,,0.8,us,usp0006ydh,2014-11-07T00:58:01.557Z,"Bay of Bengal",earthquake,,,,9,reviewed,us,us
1995-05-31T13:51:19.400Z,30.232,67.937,23.7,5.6,mw,,,,0.9,us,usp0006ycz,2016-11-09T22:39:14.961Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1995-05-30T23:43:51.820Z,27.141,95.659,33,4.9,mb,,,,1.5,us,usp0006ybu,2014-11-07T00:58:01.313Z,"Arunachal Pradesh-Assam region, India",earthquake,,,,2,reviewed,us,us
1995-05-24T13:46:45.280Z,16.517,79.679,33,4.6,mb,,,,1.2,us,usp0006xyg,2017-04-13T22:07:41.383Z,"Andhra Pradesh, India",earthquake,,,,3,reviewed,us,us
1995-05-23T17:17:29.050Z,32.455,93.56,33,4.8,mb,,,,1,us,usp0006xwg,2014-11-07T00:57:59.203Z,"Xizang-Qinghai border region",earthquake,,,,2,reviewed,us,us
1995-05-21T21:37:09.660Z,25.055,95.254,107.5,4.9,mb,,,,0.9,us,usp0006xu5,2014-11-07T00:57:58.268Z,"Myanmar",earthquake,,15.8,,2,reviewed,us,us
1995-05-16T21:48:05.830Z,17.899,96.457,11.4,6.1,ms,,,,1.1,us,usp0006xgf,2017-04-26T17:50:25.885Z,"Myanmar",earthquake,,,,2,reviewed,us,us
1995-05-13T11:57:12.830Z,10.31,92.935,33,4.8,mb,,,,1.2,us,usp0006x9k,2014-11-07T00:57:54.968Z,"Andaman Islands, India region",earthquake,,,,18,reviewed,us,us
1995-05-13T06:35:10.750Z,22.785,94.51,108.7,4.5,mb,,,,1.4,us,usp0006x8r,2014-11-07T00:57:54.773Z,"Myanmar",earthquake,,10.8,,13,reviewed,us,us
1995-05-09T09:54:20.190Z,25.29,95.155,91.8,5.2,mw,,,,0.9,us,usp0006x4b,2016-11-09T22:29:09.034Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1995-05-08T23:25:37.560Z,24.839,95.059,117.5,4.7,mb,,,,0.8,us,usp0006x3m,2014-11-07T00:57:54.088Z,"Myanmar",earthquake,,4,,51,reviewed,us,us
1995-05-06T02:30:55.070Z,24.905,95.142,120.4,4.5,mb,,,,1.2,us,usp0006wym,2014-11-07T00:57:53.417Z,"Myanmar",earthquake,,10,,16,reviewed,us,us
1995-05-06T01:59:07.130Z,24.987,95.294,117.5,6.4,mwb,,,,1,us,usp0006wyk,2017-04-26T17:50:21.848Z,"Myanmar",earthquake,,,,,reviewed,us,us
1995-05-04T13:26:40.360Z,25.325,95.014,164.6,4.5,mb,,,,0.7,us,usp0006wuq,2014-11-07T00:57:52.462Z,"Myanmar",earthquake,,11.9,,4,reviewed,us,us
1995-05-03T02:06:14.310Z,11.806,92.878,33,4.5,mb,,,,0.9,us,usp0006wrg,2014-11-07T00:57:51.509Z,"Andaman Islands, India region",earthquake,,,,26,reviewed,us,us
1995-04-24T04:29:01.470Z,29.889,88.253,33,4.6,mb,,,,1.1,us,usp0006w8w,2014-11-07T00:57:45.715Z,"western Xizang",earthquake,,,,30,reviewed,us,us
1995-04-23T23:58:03.850Z,5.918,94.777,143.3,4.5,mb,,,,0.7,us,usp0006w8j,2014-11-07T00:57:45.684Z,"northern Sumatra, Indonesia",earthquake,,17.6,,10,reviewed,us,us
1995-04-18T15:10:32.860Z,9.003,94.032,26.6,4.7,mb,,,,0.8,us,usp0006vva,2014-11-07T00:57:43.452Z,"Nicobar Islands, India region",earthquake,,,,18,reviewed,us,us
1995-04-18T15:05:28.610Z,9.001,94.044,26.3,4.8,mb,,,,1,us,usp0006vv9,2014-11-07T00:57:43.448Z,"Nicobar Islands, India region",earthquake,,,,31,reviewed,us,us
1995-04-17T17:34:34.290Z,29.694,81.448,22.6,4.7,mb,,,,1,us,usp0006vu0,2014-11-07T00:57:43.126Z,"Nepal",earthquake,,,,9,reviewed,us,us
1995-04-17T01:32:45.040Z,29.691,81.52,18.8,4.8,mb,,,,1.1,us,usp0006vss,2014-11-07T00:57:42.918Z,"Nepal",earthquake,,,,29,reviewed,us,us
1995-04-09T10:16:39.080Z,24.44,94.607,38.6,4.6,mb,,,,0.9,us,usp0006vdt,2014-11-07T00:57:40.879Z,"Myanmar-India border region",earthquake,,,,27,reviewed,us,us
1995-04-04T15:29:52.620Z,28.148,71.604,20.7,4.8,mb,,,,0.8,us,usp0006v51,2017-04-26T17:50:10.916Z,"India-Pakistan border region",earthquake,,,,37,reviewed,us,us
1995-04-04T05:46:14.450Z,25.086,96.107,20,4.7,ms,,,,1.2,us,usp0006v44,2014-11-07T00:57:39.028Z,"Myanmar",earthquake,,,,4,reviewed,us,us
1995-03-30T02:15:35.200Z,12.969,93.188,52.6,4.6,mb,,,,0.8,us,usp0006ux6,2014-11-07T00:57:34.346Z,"Andaman Islands, India region",earthquake,,11,,25,reviewed,us,us
1995-03-29T19:11:20.520Z,28.772,84.203,33,4.7,mb,,,,0.9,us,usp0006uwx,2014-11-07T00:57:34.318Z,"Nepal",earthquake,,,,6,reviewed,us,us
1995-03-29T02:46:23.720Z,24.655,94.273,33,4.6,mb,,,,1.1,us,usp0006uvx,2014-11-07T00:57:34.210Z,"Myanmar-India border region",earthquake,,,,20,reviewed,us,us
1995-03-27T07:52:10.600Z,21.671,84.565,10,4.6,mb,,,,0.9,us,usp0006utd,2017-04-26T17:50:09.536Z,"Orissa, India",earthquake,,,,15,reviewed,us,us
1995-03-26T18:22:35.180Z,27.642,92.399,33,4.7,mb,,,,0.8,us,usp0006usq,2014-11-07T00:57:33.921Z,"Arunachal Pradesh, India",earthquake,,,,36,reviewed,us,us
1995-03-24T11:52:32.950Z,32.564,75.998,33,4.9,mb,,,,0.8,us,usp0006unn,2014-11-07T00:57:33.104Z,"Kashmir-India border region",earthquake,,,,49,reviewed,us,us
1995-03-24T08:12:39.960Z,28.859,87.767,33,4.5,mb,,,,1.3,us,usp0006und,2014-11-07T00:57:33.088Z,"western Xizang",earthquake,,,,7,reviewed,us,us
1995-03-21T10:03:25.020Z,30.68,90.249,33,4.7,mb,,,,0.7,us,usp0006uh0,2014-11-07T00:57:32.632Z,"eastern Xizang",earthquake,,,,29,reviewed,us,us
1995-03-20T22:32:57.440Z,10.261,93.428,33,4.7,mb,,,,1.3,us,usp0006ug7,2014-11-07T00:57:32.491Z,"Andaman Islands, India region",earthquake,,,,2,reviewed,us,us
1995-03-19T04:34:13.850Z,8.23,94.013,43.3,4.5,mb,,,,1.3,us,usp0006ud0,2014-11-07T00:57:31.867Z,"Nicobar Islands, India region",earthquake,,18.3,,12,reviewed,us,us
1995-03-19T04:20:56.340Z,8.083,93.819,34.6,4.9,mb,,,,1.3,us,usp0006ucy,2014-11-07T00:57:31.846Z,"Nicobar Islands, India region",earthquake,,12.6,,47,reviewed,us,us
1995-03-16T22:00:14.840Z,11.008,93.639,137.8,4.5,mb,,,,0.9,us,usp0006u9s,2014-11-07T00:57:31.398Z,"Andaman Islands, India region",earthquake,,,,29,reviewed,us,us
1995-03-16T03:27:02.390Z,30.127,67.569,28.5,4.8,mb,,,,1.1,us,usp0006u89,2014-11-07T00:57:31.164Z,"Pakistan",earthquake,,,,49,reviewed,us,us
1995-03-13T03:09:42.550Z,17.524,74.123,54.8,4.5,mb,,,,1.2,us,usp0006u4d,2017-04-13T22:07:25.017Z,"Maharashtra, India",earthquake,,15.5,,13,reviewed,us,us
1995-03-12T08:22:54.690Z,17.644,73.772,10,4.7,mb,,,,0.9,us,usp0006u36,2017-04-13T22:07:24.529Z,"Maharashtra, India",earthquake,,,,26,reviewed,us,us
1995-03-08T05:10:58.130Z,9.277,93.749,112.8,4.5,mb,,,,0.8,us,usp0006txg,2014-11-07T00:57:29.164Z,"Nicobar Islands, India region",earthquake,,10.8,,27,reviewed,us,us
1995-02-17T02:44:25.050Z,27.635,92.371,39.3,5.5,mw,,,,1,us,usp0006t34,2016-11-09T21:54:14.468Z,"Arunachal Pradesh, India",earthquake,,,,,reviewed,us,hrv
1995-02-12T10:56:58.810Z,33.28,93.386,26.6,4.8,mb,,,,1.1,us,usp0006st3,2014-11-07T00:57:19.055Z,"southern Qinghai, China",earthquake,,,,46,reviewed,us,us
1995-01-30T22:02:12.110Z,18.62,93.767,33,5,mb,,,,0.8,us,usp0006s4e,2014-11-07T00:57:12.450Z,"Myanmar",earthquake,,,,18,reviewed,us,us
1995-01-23T09:27:17.410Z,19.486,96.211,33,5.1,mb,,,,1.4,us,usp0006rsf,2014-11-07T00:57:10.560Z,"Myanmar",earthquake,,,,9,reviewed,us,us
1995-01-22T11:48:01.160Z,11.503,92.377,33,4.6,mb,,,,0.8,us,usp0006rqx,2014-11-07T00:57:10.429Z,"Andaman Islands, India region",earthquake,,,,11,reviewed,us,us
1995-01-17T22:15:49.560Z,34.656,70.765,27.4,4.6,mb,,,,1.2,us,usp0006rh5,2014-11-07T00:57:09.303Z,"Hindu Kush region, Afghanistan",earthquake,,,,18,reviewed,us,us
1995-01-17T11:18:22.830Z,24.124,93.581,61.5,4.7,mb,,,,1.3,us,usp0006rg3,2014-11-07T00:57:09.059Z,"Manipur, India region",earthquake,,,,18,reviewed,us,us
1995-01-01T19:56:13.620Z,27.773,87.587,61.1,4.9,mb,,,,0.6,us,usp0006qr3,2014-11-07T00:57:03.912Z,"Nepal",earthquake,,17.3,,3,reviewed,us,us
1994-12-29T19:39:35.120Z,12.281,92.287,33,4.6,mb,,,,0.2,us,usp0006qku,2014-11-07T00:57:00.688Z,"Andaman Islands, India region",earthquake,,,,4,reviewed,us,us
1994-12-29T02:03:27.870Z,13.004,93.473,33,5.1,mb,,,,0.9,us,usp0006qjy,2014-11-07T00:57:00.567Z,"Andaman Islands, India region",earthquake,,,,3,reviewed,us,us
1994-12-12T10:41:36.700Z,29.508,80.712,33,4.5,mb,,,,1.1,us,usp0006pyt,2014-11-07T00:56:57.470Z,"Nepal-India border region",earthquake,,,,3,reviewed,us,us
1994-12-10T12:16:01.120Z,27.914,64.985,56.7,5.2,mw,,,,1.3,us,usp0006pwa,2016-11-10T00:10:33.431Z,"southwestern Pakistan",earthquake,,,,,reviewed,us,hrv
1994-12-08T13:01:32.760Z,30.439,79.686,67.9,4.9,mb,,,,0.7,us,usp0006pta,2014-11-07T00:56:56.015Z,"Uttaranchal, India",earthquake,,24.1,,4,reviewed,us,us
1994-12-06T23:35:15.160Z,28.964,94.654,10,4.9,mb,,,,1,us,usp0006prj,2014-11-07T00:56:55.521Z,"Arunachal Pradesh, India",earthquake,,,,35,reviewed,us,us
1994-11-25T21:02:08.280Z,21.509,93.27,33,4.7,mb,,,,1,us,usp0006p86,2014-11-07T00:56:50.614Z,"Myanmar",earthquake,,,,17,reviewed,us,us
1994-11-22T15:38:35.000Z,13.661,95.689,33,5.3,mw,,,,1,us,usp0006p2h,2016-11-10T00:01:42.755Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1994-11-22T12:09:56.830Z,14.161,96.045,33,4.6,mb,,,,1.3,us,usp0006p24,2014-11-07T00:56:49.920Z,"Andaman Islands, India region",earthquake,,,,11,reviewed,us,us
1994-11-21T08:16:34.070Z,25.54,96.657,14,5.9,mw,,,,1.2,us,usp0006p03,2017-04-26T17:49:45.150Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1994-11-14T23:53:06.210Z,11.934,93.766,140.7,4.6,mb,,,,0.7,us,usp0006nnc,2014-11-07T00:56:47.419Z,"Andaman Islands, India region",earthquake,,,,41,reviewed,us,us
1994-11-07T10:59:22.440Z,10.215,93.774,33,5.1,mw,,,,1,us,usp0006n7e,2016-11-09T23:54:46.435Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1994-11-02T09:51:18.630Z,24.846,95.311,144.1,4.8,mb,,,,0.8,us,usp0006n1g,2014-11-07T00:56:38.176Z,"Myanmar",earthquake,,6.2,,41,reviewed,us,us
1994-10-25T07:29:06.150Z,27.136,92.295,33,4.9,mb,,,,0.9,us,usp0006mp8,2014-11-07T00:56:33.610Z,"Arunachal Pradesh, India",earthquake,,,,24,reviewed,us,us
1994-10-18T20:45:02.380Z,24.163,94.497,92.2,4.8,mb,,,,1.1,us,usp0006may,2014-11-07T00:56:31.973Z,"Myanmar-India border region",earthquake,,13.3,,15,reviewed,us,us
1994-10-18T17:00:03.820Z,24.21,94.639,86.9,4.5,mb,,,,0.8,us,usp0006mar,2014-11-07T00:56:31.905Z,"Myanmar-India border region",earthquake,,16.3,,3,reviewed,us,us
1994-10-11T11:21:54.160Z,8.335,94.165,33,4.5,mb,,,,1,us,usp0006kyp,2014-11-07T00:56:30.376Z,"Nicobar Islands, India region",earthquake,,,,10,reviewed,us,us
1994-10-11T05:32:45.680Z,30.15,91.938,13.9,4.8,mb,,,,1.2,us,usp0006kya,2014-11-07T00:56:30.343Z,"eastern Xizang",earthquake,,,,25,reviewed,us,us
1994-10-02T12:58:49.390Z,34.17,74.598,33,4.5,mb,,,,0.5,us,usp0006kan,2014-11-07T00:56:25.756Z,"southwestern Kashmir",earthquake,,,,14,reviewed,us,us
1994-10-02T01:32:52.660Z,8.029,93.965,33,4.6,mb,,,,1,us,usp0006k9v,2014-11-07T00:56:25.414Z,"Nicobar Islands, India region",earthquake,,,,12,reviewed,us,us
1994-10-02T00:55:37.440Z,8.121,93.935,33,5.2,mw,,,,1.1,us,usp0006k9u,2016-11-09T23:37:37.391Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
1994-09-28T16:46:06.410Z,23.337,88.547,33,4.6,mb,,,,1.3,us,usp0006k57,2017-04-13T22:07:01.127Z,"India-Bangladesh border region",earthquake,,,,2,reviewed,us,us
1994-09-27T18:11:04.200Z,8.573,94.889,190,4.5,mb,,,,1,us,usp0006k3j,2014-11-07T00:56:20.633Z,"Nicobar Islands, India region",earthquake,,,,35,reviewed,us,us
1994-09-23T17:46:47.440Z,22.166,98.52,33,4.5,mb,,,,1.2,us,usp0006jx0,2014-11-07T00:56:19.539Z,"Myanmar",earthquake,,,,7,reviewed,us,us
1994-09-08T13:33:36.850Z,28.03,61.837,77.4,5.1,mb,,,,1.2,us,usp0006j44,2014-11-07T00:56:14.680Z,"Iran-Pakistan border region",earthquake,,,,54,reviewed,us,us
1994-09-03T15:46:13.060Z,24.805,94.564,86.3,4.7,mb,,,,1.1,us,usp0006hx6,2014-11-07T00:56:13.264Z,"Myanmar-India border region",earthquake,,10.4,,4,reviewed,us,us
1994-08-31T23:29:54.570Z,25.851,78.566,33,4.7,mb,,,,0.8,us,usp0006hru,2017-04-13T22:06:57.744Z,"Uttar Pradesh-Madhya Pradesh border region, India",earthquake,,,,29,reviewed,us,us
1994-08-31T04:14:03.900Z,32.464,93.549,33,4.7,mb,,,,0.8,us,usp0006hqu,2014-11-07T00:56:09.077Z,"Xizang-Qinghai border region",earthquake,,,,14,reviewed,us,us
1994-08-25T16:47:21.380Z,33.154,88.125,33,5.2,mb,,,,0.8,us,usp0006hg6,2014-11-07T00:56:07.582Z,"western Xizang",earthquake,,,,7,reviewed,us,us
1994-08-24T21:08:47.280Z,34.245,91.814,33,5.5,mb,,,,1.2,us,usp0006hey,2014-11-07T00:56:07.449Z,"southern Qinghai, China",earthquake,,,,16,reviewed,us,us
1994-08-20T21:11:31.710Z,33.822,76.418,33,4.5,mb,,,,1,us,usp0006h8f,2014-11-07T00:56:06.636Z,"Kashmir-India border region",earthquake,,,,18,reviewed,us,us
1994-08-19T21:02:45.620Z,17.974,96.415,12.3,5.8,mw,,,,1.1,us,usp0006h6h,2017-04-26T17:49:26.800Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1994-08-14T07:38:27.380Z,34.927,89.205,33,5.2,mw,,,,1.5,us,usp0006gy4,2016-11-09T23:15:02.976Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
1994-08-10T01:39:29.600Z,10.517,94.36,33,5.4,mw,,,,1.2,us,usp0006gs5,2016-11-09T23:12:39.996Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1994-08-09T23:34:56.700Z,10.634,94.382,33,5.5,mw,,,,1.1,us,usp0006gs1,2016-11-09T23:12:03.141Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
1994-08-09T23:28:53.650Z,10.471,94.546,33,4.8,mb,,,,1.3,us,usp0006gs0,2014-11-07T00:56:01.539Z,"Andaman Islands, India region",earthquake,,,,6,reviewed,us,us
1994-08-09T23:26:22.070Z,10.71,94.458,33,5.1,mb,,,,1,us,usp0006grz,2014-11-07T00:56:01.533Z,"Andaman Islands, India region",earthquake,,,,13,reviewed,us,us
1994-08-09T22:59:15.930Z,10.141,94.002,33,4.7,mb,,,,1.2,us,usp0006gry,2014-11-07T00:56:01.529Z,"Andaman Islands, India region",earthquake,,,,3,reviewed,us,us
1994-08-09T22:09:05.570Z,10.572,94.549,33,4.8,mb,,,,0.9,us,usp0006grw,2014-11-07T00:56:01.526Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
1994-08-08T21:08:31.660Z,24.721,95.2,121.7,6.1,mw,,,,1,us,usp0006gqk,2016-11-10T00:42:22.928Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1994-08-05T11:19:10.410Z,26.651,92.522,33,4.8,mb,,,,0.9,us,usp0006gjn,2014-11-07T00:56:00.515Z,"Assam, India",earthquake,,,,28,reviewed,us,us
1994-08-04T02:31:45.120Z,5.959,95.142,65.1,4.8,mb,,,,1.2,us,usp0006gh0,2014-11-07T00:55:59.768Z,"northern Sumatra, Indonesia",earthquake,,,,29,reviewed,us,us
1994-08-03T14:59:57.570Z,21.514,93.981,34.1,5.8,mwb,,,,0.9,us,usp0006gg9,2017-04-26T17:49:22.365Z,"Myanmar",earthquake,,,,,reviewed,us,us
1994-08-01T02:25:14.470Z,31.721,80.129,33,4.5,mb,,,,0.8,us,usp0006gcq,2014-11-07T00:55:57.418Z,"western Xizang",earthquake,,,,10,reviewed,us,us
1994-07-31T23:53:36.580Z,31.682,80.266,35.1,4.8,mb,,,,0.9,us,usp0006gck,2014-11-07T00:55:55.990Z,"western Xizang",earthquake,,19.3,,15,reviewed,us,us
1994-07-24T23:39:06.650Z,25.018,92.641,33,4.7,mb,,,,0.8,us,usp0006g38,2014-11-07T00:55:54.682Z,"Meghalaya - Assam region, India",earthquake,,,,32,reviewed,us,us
1994-07-23T20:57:59.060Z,31.068,86.549,15.9,5.4,mw,,,,1,us,usp0006g1u,2016-11-09T23:03:20.632Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1994-07-17T17:40:48.300Z,29.149,81.371,29.2,5,mb,,,,0.7,us,usp0006ftz,2014-11-07T00:55:52.617Z,"Nepal",earthquake,,,,42,reviewed,us,us
1994-06-30T00:48:32.560Z,32.541,93.684,33,5.1,mw,,,,1.3,us,usp0006ezs,2016-11-09T22:52:53.713Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
1994-06-29T18:22:33.580Z,32.567,93.673,9.5,5.9,mw,,,,1,us,usp0006ezc,2017-04-26T17:49:12.804Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
1994-06-18T02:55:45.780Z,8.57,93.297,33,4.6,mb,,,,0.7,us,usp0006efs,2014-11-07T00:55:42.998Z,"Nicobar Islands, India region",earthquake,,,,19,reviewed,us,us
1994-06-15T22:16:12.540Z,20.65,94.052,76.2,4.8,mb,,,,1.3,us,usp0006ebt,2014-11-07T00:55:42.431Z,"Myanmar",earthquake,,16.9,,8,reviewed,us,us
1994-06-14T13:46:24.880Z,23.371,64.503,33,4.6,mb,,,,1.4,us,usp0006e8z,2014-11-07T00:55:42.054Z,"off the coast of Pakistan",earthquake,,,,8,reviewed,us,us
1994-06-14T08:51:02.190Z,23.147,64.348,33,4.7,mb,,,,1.2,us,usp0006e8p,2014-11-07T00:55:42.033Z,"off the coast of Pakistan",earthquake,,,,15,reviewed,us,us
1994-06-03T22:40:21.230Z,28.736,70.07,33,5.9,mb,,,,1,us,usp0006dnq,2017-04-26T17:49:07.969Z,"Pakistan",earthquake,,7.3,,106,reviewed,us,us
1994-06-02T13:26:08.870Z,25.21,94.961,102.3,4.5,mb,,,,1.1,us,usp0006dj8,2014-11-07T00:55:36.582Z,"Myanmar-India border region",earthquake,,10.9,,8,reviewed,us,us
1994-05-29T14:52:58.660Z,20.53,94.144,33,4.6,mb,,,,1.2,us,usp0006dbk,2014-11-07T00:55:32.697Z,"Myanmar",earthquake,,,,11,reviewed,us,us
1994-05-29T14:35:54.070Z,20.477,93.994,33,4.6,mb,,,,0.9,us,usp0006dbj,2014-11-07T00:55:32.694Z,"Myanmar",earthquake,,,,12,reviewed,us,us
1994-05-29T14:11:50.960Z,20.556,94.16,35.6,6.5,mw,,,,1,us,usp0006dbh,2017-04-26T17:49:06.108Z,"Myanmar",earthquake,,2.2,,,reviewed,us,hrv
1994-05-28T21:53:44.580Z,6.841,94.051,33,4.7,mb,,,,0.8,us,usp0006dap,2014-11-07T00:55:32.541Z,"Nicobar Islands, India region",earthquake,,,,20,reviewed,us,us
1994-05-28T21:48:09.760Z,7.319,94.141,33,4.6,mb,,,,0.7,us,usp0006dan,2014-11-07T00:55:32.411Z,"Nicobar Islands, India region",earthquake,,,,14,reviewed,us,us
1994-05-28T16:39:43.660Z,7.474,94.184,33,4.6,mb,,,,0.8,us,usp0006daa,2014-11-07T00:55:32.359Z,"Nicobar Islands, India region",earthquake,,,,13,reviewed,us,us
1994-05-28T07:12:30.320Z,24.585,94.494,98.8,4.7,mb,,,,0.7,us,usp0006d9q,2014-11-07T00:55:32.281Z,"Myanmar-India border region",earthquake,,14.9,,6,reviewed,us,us
1994-05-26T07:16:43.810Z,10.585,94.408,33,4.5,mb,,,,1.4,us,usp0006d5f,2014-11-07T00:55:31.801Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
1994-05-26T06:13:58.540Z,10.632,94.219,33,4.6,mb,,,,0.7,us,usp0006d5d,2014-11-07T00:55:31.796Z,"Andaman Islands, India region",earthquake,,,,9,reviewed,us,us
1994-05-26T00:30:06.710Z,5.679,61.528,10,5.5,mw,,,,0.9,us,usp0006d4z,2016-11-09T22:37:00.312Z,"Carlsberg Ridge",earthquake,,,,,reviewed,us,hrv
1994-05-25T23:51:37.500Z,7.551,94.191,18.6,4.9,mb,,,,1.1,us,usp0006d4y,2014-11-07T00:55:31.697Z,"Nicobar Islands, India region",earthquake,,,,30,reviewed,us,us
